design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/mpotereau/DigitalFlowTest/gf_spi_test/openlane/spi_device,spi_device,23_01_12_15_57,flow completed,0h1m30s0ms,0h1m9s0ms,12620.02743484225,0.0081,5679.0123456790125,9.36,481.2,46,0,0,0,0,0,0,0,0,0,-1,-1,1404,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117490.0,0.0,4.66,6.34,0.0,0.0,-1,62,76,12,21,0,0,0,66,5,5,2,2,12,2,1,6,9,19,3,50,67,0,117,5348.880000000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.0,100.0,10,4,1,45,17.000,19.665,0.3,0.55,sky130_fd_sc_hd,10,AREA 0
